Symbol,Name,MktVal Co,DPS 25,DPS 24,DPS 23,DPS 22,DPS 21,DPS 20,DPS 19,DPS 18,DPS 17,DPS 16,DPS 15,DPS 14,DPS 13,DPS 12,DPS 11,DPS 10
MEDP,"Medpace Holdings, Inc.","8,963.6",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MEG,Montrose Environmental Group Inc,750.7,0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MEHCQ,23andMe Holding Co. Class A,135.0,0.00,0.00,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MELI,"MercadoLibre, Inc.","122,361.7",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,0.7,0.6,0.4,0.3,0.0,0.0
MERC,Mercer International Inc.,228.0,0.30,0.30,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0
MET,"MetLife, Inc.","51,790.6",2.16,2.06,2.0,1.9,1.8,1.7,1.7,1.6,1.6,1.5,1.3,1.0,0.7,0.7,0.7,0.7
META,Meta Platforms Inc Class A,"1,770,664.2",2.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A
MFA,"MFA Financial, Inc.",944.4,1.40,1.40,1.7,1.5,0.5,3.2,3.2,3.2,3.2,3.2,3.2,3.4,3.5,3.9,3.6,4.0
MFGI,"Merchants Financial Group, Inc.",204.1,0.72,0.70,0.6,0.6,0.5,0.5,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.2
MFIN,Medallion Financial Corp.,215.9,0.41,0.34,0.3,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0,0.9,0.8,0.7,0.6,0.8
MG,"Mistras Group, Inc.",248.8,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,0.0,0.0,0.0,0.0,0.0,0.0
MGEE,"MGE Energy, Inc.","3,138.4",1.76,1.67,1.6,1.5,1.4,1.4,1.3,1.3,1.2,1.2,1.1,1.1,1.0,1.0,1.0,1.0
MGIC,Magic Software Enterprises Ltd.,"1,037.5",0.44,0.63,0.5,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.0,0.5,0.0
MGM,MGM Resorts International,"10,121.2",0.00,0.00,0.0,0.0,0.2,0.5,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGNI,"Magnite, Inc.","3,454.4",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A
MGPI,"MGP Ingredients, Inc.",638.8,0.48,0.48,0.5,0.5,0.5,0.4,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0
MGRC,McGrath RentCorp,"2,803.7",1.90,1.86,1.8,1.7,1.7,1.5,1.4,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9
MGRM,Monogram Technologies Inc.,205.0,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MGTX,MeiraGTx Holdings Plc,692.7,0.00,0.00,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MGY,Magnolia Oil & Gas Corp. Class A,"4,453.8",0.52,0.46,0.4,0.1,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MGYR,Magyar Bancorp Inc,108.5,0.19,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHK,"Mohawk Industries, Inc.","6,950.9",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHO,"M/I Homes, Inc.","3,056.0",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIDD,Middleby Corporation,"7,834.0",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR,"Mirion Technologies, Inc. Class A","5,049.1",0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MIRM,"Mirum Pharmaceuticals, Inc.","2,572.3",0.00,0.00,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MIST,"Milestone Pharmaceuticals, Inc.",134.2,0.00,0.00,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MITK,"Mitek Systems, Inc.",430.1,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MITT,"AG Mortgage Investment Trust, Inc.",226.4,0.75,0.72,0.8,0.8,0.1,5.7,5.9,5.7,5.7,6.8,7.2,8.4,8.9,3.3,0.0,#N/A
MKC,"McCormick & Company, Incorporated","19,169.1",1.68,1.56,1.5,1.4,1.2,1.1,1.0,0.9,0.9,0.8,0.7,0.7,0.6,0.6,0.5,0.5
MKL,Markel Group Inc.,"25,772.7",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MKSI,MKS Inc.,"7,023.1",0.88,0.88,0.9,0.9,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.0,0.0
MKTW,"MarketWise, Inc. Class A",296.5,0.80,0.60,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MKTX,MarketAxess Holdings Inc.,"7,831.8",2.96,2.88,2.8,2.6,2.4,2.0,1.7,1.3,1.0,0.8,0.6,0.5,0.4,0.4,0.3,0.1
MLAB,"Mesa Laboratories, Inc.",385.4,0.64,0.64,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.4
MLGF,Malaga Financial Corporation,191.3,0.95,0.91,0.9,0.8,0.8,0.7,0.7,0.7,0.6,0.6,0.5,0.4,0.4,0.3,0.3,0.2
MLGO,"MicroAlgo, Inc.",818.3,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MLI,"Mueller Industries, Inc.","9,347.7",0.80,0.60,0.5,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1
MLKN,"MillerKnoll, Inc.","1,314.3",0.75,0.75,0.8,0.6,0.6,0.8,0.7,0.7,0.6,0.6,0.5,0.4,0.1,0.1,0.1,0.3
MLM,"Martin Marietta Materials, Inc.","34,063.1",3.06,2.80,2.5,2.4,2.2,2.1,1.8,1.7,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6
MLNK,"MeridianLink, Inc.","1,251.3",0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MLP,"Maui Land & Pineapple Company, Inc.",335.8,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLR,"Miller Industries, Inc.",485.1,0.76,0.72,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.5,0.5,0.1,0.0
MLTX,MoonLake Immunotherapeutics Class A,"3,408.6",0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MLYS,"Mineralys Therapeutics, Inc.",927.4,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MMC,"Marsh & McLennan Companies, Inc.","104,441.8",3.16,2.72,2.3,2.1,1.9,1.8,1.6,1.5,1.3,1.2,1.1,1.0,0.9,0.9,0.8,0.8
MMI,"Marcus & Millichap, Inc.","1,204.4",0.50,0.50,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A
MMLP,Martin Midstream Partners L.P.,113.7,0.02,0.02,0.0,0.0,0.1,1.3,2.0,2.0,2.9,3.3,3.2,3.1,3.1,3.0,3.0,3.0
MMS,"MAXIMUS, Inc.","4,001.9",1.20,1.12,1.1,1.1,1.1,1.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1
MMSI,"Merit Medical Systems, Inc.","4,906.4",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMYT,MakeMyTrip Ltd.,"9,142.7",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A
MNAT,Marquette National Corporation,129.8,1.12,1.12,1.1,1.1,1.0,1.0,0.6,0.4,0.4,0.3,0.2,0.0,0.0,0.0,0.0,0.2
MNDY,monday.com Ltd.,"14,815.7",0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MNKD,MannKind Corporation,"1,142.8",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MNMD,"Mind Medicine (MindMed), Inc.",670.9,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MNPP,"Merchants' National Properties, Inc.",170.1,80.00,80.00,70.0,65.0,50.0,50.0,47.5,40.0,35.0,35.0,30.0,25.0,0.0,0.0,0.0,0.0
MNPR,Monopar Therapeutics Inc,284.2,0.00,0.00,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MNRO,"Monro, Inc.",433.4,1.12,1.12,1.1,1.0,0.9,0.9,0.8,0.7,0.7,0.6,0.5,0.4,0.4,0.4,0.3,0.2
MNSB,"MainStreet Bancshares, Inc.",151.6,0.40,0.40,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A
MNST,Monster Beverage Corporation,"57,539.5",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MNTK,"Montauk Renewables, Inc.",315.3,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MO,"Altria Group, Inc.","97,731.9",4.00,3.84,3.7,3.5,3.4,3.3,3.0,2.5,2.4,2.2,2.0,1.8,1.7,1.6,1.5,1.3
MOD,Modine Manufacturing Company,"5,130.1",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MODG,Topgolf Callaway Brands Corp.,"1,697.9",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
MOFG,"MidWestOne Financial Group, Inc.",627.4,0.97,0.97,1.0,0.9,0.9,0.8,0.8,0.7,0.6,0.6,0.6,0.5,0.4,0.2,0.2,0.3
MOG.A,Moog Inc. Class A,"6,099.5",1.11,1.07,1.0,1.0,0.8,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOH,"Molina Healthcare, Inc.","9,917.5",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MORN,"Morningstar, Inc.","12,190.2",1.67,1.53,1.5,1.3,1.2,1.1,1.0,0.9,0.9,0.8,0.7,0.5,0.4,0.3,0.1,0.0
MOS,Mosaic Company,"11,496.4",0.84,0.80,0.6,0.3,0.2,0.2,0.1,0.6,1.1,1.1,1.0,1.5,#N/A,0.3,0.2,1.5
MOV,"Movado Group, Inc.",255.5,1.40,1.40,1.4,0.9,0.1,0.8,0.8,0.5,0.5,0.4,0.4,0.3,0.2,0.1,0.0,0.0
MP,MP Materials Corp Class A,"10,335.1",0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MPAA,"Motorcar Parts of America, Inc.",215.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPB,"Mid Penn Bancorp, Inc.",664.6,0.80,0.80,0.8,0.8,0.7,0.7,0.5,0.5,0.5,0.4,0.4,0.2,0.3,0.2,0.0,0.5
MPC,Marathon Petroleum Corporation,"53,519.7",3.39,3.08,2.5,2.3,2.3,2.1,1.8,1.5,1.4,1.1,0.9,0.8,0.6,0.2,#N/A,#N/A
MPCB,Mountain Pacific Bancorp Inc,100.4,0.00,0.00,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MPLX,MPLX LP,"51,856.8",3.51,3.18,2.9,2.8,2.8,2.7,2.5,2.2,2.0,1.7,1.3,1.0,0.0,#N/A,#N/A,#N/A
MPTI,M-tron Industries Inc,117.0,0.00,0.00,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MPWR,"Monolithic Power Systems, Inc.","34,724.5",5.00,4.00,3.0,2.4,2.0,1.6,1.2,0.8,0.8,0.8,0.5,0.0,0.0,0.0,0.0,0.0
MPX,Marine Products Corporation,292.9,0.56,0.56,0.5,0.5,0.4,0.5,0.4,0.3,0.2,0.2,0.1,0.2,0.1,0.0,0.0,0.0
MQ,"Marqeta, Inc. Class A","2,683.2",0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MRAM,"Everspin Technologies, Inc.",151.7,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MRBK,Meridian Corporation,165.7,0.50,0.50,0.4,0.3,0.1,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MRC,MRC Global Inc.,"1,195.4",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A
MRCC,Monroe Capital Corp.,136.1,1.00,1.00,1.0,1.0,1.1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,0.3,#N/A,#N/A,#N/A
MRCY,"Mercury Systems, Inc.","3,088.7",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRK,"Merck & Co., Inc.","200,782.1",3.12,2.96,2.8,2.6,2.5,2.3,2.0,1.9,1.9,1.8,1.8,1.7,1.7,1.6,1.5,1.5
MRNA,"Moderna, Inc.","12,089.5",0.00,0.00,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MRNO,Murano Global Investments PLC,594.1,0.00,0.00,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MRT,Marti Technologies Inc Class A,210.4,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MRTN,"Marten Transport, Ltd.","1,039.0",0.24,0.24,0.2,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRUS,Merus N.V.,"4,711.4",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MRVI,"Maravai Lifesciences Holdings, Inc. Class A",618.8,0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MRVL,"Marvell Technology, Inc.","64,363.2",0.24,0.24,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0
MRX,Marex Group plc,"2,655.5",0.28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MS,Morgan Stanley,"225,046.3",3.55,3.25,3.0,2.1,1.4,1.3,1.1,0.9,0.7,0.6,0.4,0.2,0.2,0.2,0.2,0.4
MSA,"MSA Safety, Inc.","6,875.4",2.00,1.87,1.8,1.8,1.7,1.6,1.5,1.4,1.3,1.3,1.2,1.2,1.1,1.0,1.0,1.0
MSB,Mesabi Trust,340.9,0.37,0.35,1.9,4.2,1.4,2.7,3.0,2.5,0.6,0.1,1.8,1.6,2.3,2.5,2.5,1.2
MSBC,Mission Bancorp,263.5,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSBI,"Midland States Bancorp, Inc.",397.6,1.24,1.20,1.2,1.1,1.1,1.0,0.9,0.8,0.4,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,#N/A
MSCI,MSCI Inc. Class A,"44,716.1",6.40,5.52,4.6,3.6,2.9,2.5,1.9,1.3,1.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0
MSDL,Morgan Stanley Direct Lending Fund,"1,716.8",2.00,0.50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MSEX,Middlesex Water Company,971.8,1.32,1.26,1.2,1.1,1.0,1.0,0.9,0.9,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7
MSFT,Microsoft Corporation,"3,790,968.9",3.00,2.72,2.5,2.2,2.0,1.8,1.7,1.6,1.4,1.2,1.1,0.9,0.8,0.6,0.5,0.5
MSGE,Madison Square Garden Entertainment Corp.,"1,911.2",0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MSGS,Madison Square Garden Sports Corp. Class A,"5,005.6",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MSI,"Motorola Solutions, Inc.","70,181.4",4.03,3.62,3.3,2.9,2.6,2.4,2.1,1.9,1.7,1.4,1.3,1.1,1.0,0.4,0.0,0.0
MSM,"MSC Industrial Direct Co., Inc. Class A","4,869.4",3.32,3.16,3.0,3.0,3.0,2.6,2.2,1.8,1.7,4.6,1.3,1.2,1.0,0.9,0.8,0.8
MSTR,MicroStrategy Incorporated Class A,"115,709.6",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSWV,Main Street Financial Services Corp,107.5,0.38,0.40,0.4,0.4,0.4,0.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MTAL,MAC Copper Limited,989.5,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MTB,M&T Bank Corporation,"31,493.5",5.35,5.20,4.8,4.5,4.4,4.1,3.6,3.0,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8
MTCH,"Match Group, Inc.","7,957.6",0.19,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MTD,Mettler-Toledo International Inc.,"24,832.3",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTDR,Matador Resources Company,"6,427.9",0.85,0.65,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A
MTEN,"Mingteng International Corp., Inc.",143.6,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MTG,MGIC Investment Corporation,"5,983.4",0.49,0.43,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTH,Meritage Homes Corporation,"5,025.2",1.50,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTN,"Vail Resorts, Inc.","5,916.1",8.56,7.94,5.6,0.0,5.3,6.5,5.0,3.7,2.9,2.1,1.2,0.8,0.7,0.2,0.0,0.0
MTRN,Materion Corporation,"1,960.7",0.54,0.52,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.2,0.0,0.0,0.0
MTRX,Matrix Service Company,401.7,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A
MTSI,"MACOM Technology Solutions Holdings, Inc.","10,571.7",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A
MTUS,Metallus Inc.,680.8,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,#N/A,#N/A,#N/A,#N/A,#N/A
MTW,"Manitowoc Company, Inc.",436.3,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MTX,Minerals Technologies Inc.,"1,809.1",0.41,0.25,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1
MTZ,"MasTec, Inc.","14,018.7",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MU,"Micron Technology, Inc.","128,016.7",0.46,0.46,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUEL,Paul Mueller Company,471.6,0.84,0.60,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
MUR,Murphy Oil Corporation,"3,493.7",1.20,1.10,0.8,0.5,0.6,1.0,1.0,1.0,1.2,1.4,1.3,1.3,1.2,1.1,1.1,1.0
MUSA,"Murphy USA, Inc.","8,319.5",1.79,1.55,1.3,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A
MUX,McEwen Inc.,591.2,0.00,0.00,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
MVBF,MVB Financial Corp.,318.9,0.68,0.68,0.7,0.5,0.4,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0
MVIS,"MicroVision, Inc.",349.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MVST,"Microvast Holdings, Inc.","1,099.7",0.00,0.00,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MWA,"Mueller Water Products, Inc. Class A","3,945.1",0.26,0.24,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
MX,Magnachip Semiconductor Corporation,155.8,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MXCT,"MaxCyte, Inc.",214.8,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MXL,"MaxLinear, Inc.","1,399.3",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A
MYE,"Myers Industries, Inc.",546.5,0.54,0.54,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.3,0.3,0.3,0.2
MYFW,"First Western Financial, Inc.",238.5,0.00,0.00,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MYGN,"Myriad Genetics, Inc.",412.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYPS,"PLAYSTUDIOS, Inc. Class A",147.3,0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MYRG,MYR Group Inc.,"2,979.5",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MZTI,Marzetti Company,"4,935.1",3.55,3.35,3.2,3.0,2.8,2.6,2.4,2.2,2.0,1.8,1.7,1.5,1.4,1.3,1.2,1.1
NABL,"N-able, Inc.","1,506.8",0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
NAGE,"Niagen Bioscience, Inc.",800.7,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAMM,Namib Minerals,461.6,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
NAMS,NewAmsterdam Pharma Company N.V.,"2,492.4",0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
NASB,"NASB Financial, Inc.",248.6,1.00,1.60,3.3,2.8,2.2,2.0,1.8,1.2,1.0,0.7,0.3,0.0,0.0,0.0,0.5,0.9
NATH,"Nathan's Famous, Inc.",402.3,2.00,2.00,1.9,1.5,1.4,1.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NATL,NCR Atleos Corporation,"2,020.0",0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
NATR,"Nature's Sunshine Products, Inc.",274.5,0.00,0.00,0.0,0.0,1.0,0.0,0.0,0.1,0.4,0.4,0.4,1.9,0.2,0.0,0.0,0.1
NAVI,Navient Corp,"1,429.3",0.64,0.64,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,#N/A,#N/A,#N/A,#N/A,#N/A
