Symbol,Name,MktVal Co,DPS 25,DPS 24,DPS 23,DPS 22,DPS 21,DPS 20,DPS 19,DPS 18,DPS 17,DPS 16,DPS 15,DPS 14,DPS 13,DPS 12,DPS 11,DPS 10
COLD,"Americold Realty Trust, Inc.","4,595.5",0.88,0.88,0.9,0.9,0.8,0.8,0.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
COLL,"Collegium Pharmaceutical, Inc.","1,002.8",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
COLM,Columbia Sportswear Company,"3,263.3",1.20,1.20,1.2,1.0,0.3,1.0,0.9,0.7,0.7,0.6,0.6,0.5,0.4,0.4,0.4,0.3
COMM,"CommScope Holding Co., Inc.","1,700.3",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A
COMP.EQ,Compass Inc Class A,"3,549.5",0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CON,"Concentra Group Holdings Parent, Inc.","2,507.0",0.06,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
COO,"Cooper Companies, Inc.","14,490.6",0.00,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COOK,"Traeger, Inc.",255.1,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
COOP,"Mr. Cooper Group, Inc.","9,625.3",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A
COP,ConocoPhillips,"115,687.3",3.12,3.91,5.0,2.0,1.7,1.3,1.2,1.1,1.0,2.9,2.8,2.7,2.6,2.6,2.2,1.9
COR,"Cencora, Inc.","56,765.1",2.04,1.94,1.8,1.8,1.7,1.6,1.5,1.5,1.4,1.2,0.9,0.8,0.5,0.4,0.3,0.2
CORT,Corcept Therapeutics Incorporated.,"7,514.3",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CORZ,Core Scientific Inc,"4,054.3",0.00,#N/A,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
COSO,"CoastalSouth Bancshares, Inc.",299.3,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
COST,Costco Wholesale Corporation,"421,724.5",4.36,3.84,3.4,3.0,2.7,2.4,2.1,1.9,1.7,1.5,1.3,1.2,1.0,0.9,0.8,0.7
COTY,Coty Inc. Class A,"4,291.7",0.00,0.00,0.0,0.0,0.4,0.5,0.5,0.7,0.3,0.2,0.2,0.0,#N/A,#N/A,#N/A,#N/A
COUR,Coursera Inc,"1,410.6",0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CPA,"Copa Holdings, S.A. Class A","4,452.0",6.44,3.28,0.0,0.0,0.8,2.6,3.5,2.5,2.0,3.4,3.8,1.5,4.4,1.6,1.1,0.4
CPAY,"Corpay, Inc.","23,405.2",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A
CPB,Campbell's Company,"9,236.1",1.48,1.48,1.5,1.5,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.1,1.1,1.0
CPF,Central Pacific Financial Corp.,774.2,1.04,1.04,1.0,1.0,0.9,0.9,0.8,0.7,0.6,0.5,0.4,0.2,0.0,0.0,0.0,0.0
CPK,Chesapeake Utilities Corporation,"2,848.5",2.51,2.31,2.1,1.9,1.7,1.6,1.4,1.3,1.2,1.1,1.1,1.0,1.0,0.9,0.9,0.8
CPNG,"Coupang, Inc. Class A","57,173.7",0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CPPTL,Copper Property CTL Pass Through Trust,941.3,1.84,1.38,0.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CPRI,Capri Holdings Limited,"2,307.8",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A
CPRT,"Copart, Inc.","44,459.7",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPRX,"Catalyst Pharmaceuticals, Inc.","2,565.1",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS,Cooper-Standard Holdings Inc.,397.8,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A
CPSS,"Consumer Portfolio Services, Inc.",195.5,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPT,Camden Property Trust,"16,125.4",4.12,4.00,3.8,3.3,3.3,3.2,3.1,3.0,3.0,2.8,2.6,2.5,2.2,2.0,1.8,2.1
CR,Crane Company,"10,874.6",0.82,0.54,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CRAI,"CRA International, Inc.","1,206.9",1.75,1.50,1.3,1.1,1.0,0.8,0.7,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRAWA,Crawford United Corporation Class A,138.2,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRBG,"Corebridge Financial, Inc.","19,382.6",0.92,0.92,0.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CRBP,Corbus Pharmaceuticals Holdings Inc,104.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A
CRBU,"Caribou Biosciences, Inc.",190.7,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CRC,California Resources Corp,"4,571.1",1.40,1.16,0.8,0.2,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CRCT,"Cricut, Inc. Class A","1,152.2",0.20,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CRD.B,Crawford & Company Class B,518.4,0.28,0.26,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.0,0.0
CRDE,"Cardinal Ethanol, LLC",233.8,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A
CRDF,"Cardiff Oncology, Inc.",284.7,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRDO,Credo Technology Group Holding Ltd.,"16,043.4",0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CRGO,Freightos Limited,120.6,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CRGX,"CARGO Therapeutics, Inc.",210.7,0.00,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CRGY,Crescent Energy Company Class A,"2,778.3",0.48,0.53,0.6,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CRH,CRH public limited company,"63,585.0",1.42,1.68,1.3,1.2,1.1,0.9,0.8,0.8,0.7,0.7,0.7,0.7,0.5,0.5,0.5,0.5
CRK,"Comstock Resources, Inc.","6,784.0",0.00,0.50,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.9,0.0,0.0,0.0,0.0
CRL,"Charles River Laboratories International, Inc.","7,587.4",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRM,"Salesforce, Inc.","250,835.3",1.60,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRMD,CorMedix Inc.,808.3,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A
CRML,Critical Metals Corp.,441.7,0.00,0.00,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CRMT,"America's Car-Mart, Inc.",453.1,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRNC,Cerence Inc.,414.4,0.00,0.00,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CRNT,Ceragon Networks Ltd,202.6,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRNX,Crinetics Pharmaceuticals Inc,"2,914.4",0.00,0.00,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CROX,"Crocs, Inc.","5,897.9",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRS,Carpenter Technology Corporation,"14,307.6",0.80,0.80,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
CRSP,CRISPR Therapeutics AG,"5,624.9",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CRSR,"Corsair Gaming, Inc.",982.0,0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CRUS,"Cirrus Logic, Inc.","5,302.7",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRVL,CorVel Corporation,"4,806.1",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRVS,"Corvus Pharmaceuticals, Inc.",328.9,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CRWD,"CrowdStrike Holdings, Inc. Class A","118,632.2",0.00,0.00,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CSBB,"CSB Bancorp, Inc.",115.3,1.58,1.50,1.3,1.2,1.1,1.1,1.0,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.5,0.7
CSBR,"Champions Oncology, Inc.",110.8,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSCO,"Cisco Systems, Inc.","269,477.9",1.58,1.54,1.5,1.5,1.4,1.4,1.2,1.1,0.9,0.8,0.7,0.6,0.3,0.1,0.0,0.0
CSGP,"CoStar Group, Inc.","35,733.8",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSGS,"CSG Systems International, Inc.","1,790.2",1.20,1.12,1.1,1.0,0.9,0.9,0.8,0.8,0.7,0.7,0.6,0.5,0.0,0.0,0.0,0.0
CSHX,Cashmere Valley Bank,266.6,1.70,1.70,1.7,1.6,1.4,1.3,1.2,1.1,1.0,0.9,0.8,0.8,0.8,0.8,0.8,0.8
CSIQ,Canadian Solar Inc.,820.4,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSL,Carlisle Companies Incorporated,"17,716.2",3.70,3.20,2.6,2.1,2.1,1.8,1.5,1.4,1.3,1.1,0.9,0.8,0.8,0.7,0.7,0.6
CSPI,CSP Inc.,111.9,0.11,0.07,0.0,0.0,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.0,0.0,0.0
CSR,Centerspace,"1,040.5",3.00,2.92,2.9,2.8,2.8,2.8,4.9,#N/A,4.0,5.2,5.2,5.2,5.2,5.6,6.9,6.8
CSTL,"Castle Biosciences, Inc.",477.5,0.00,0.00,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CSTM,Constellium SE Class A,"1,939.4",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A
CSV,Carriage Services Inc.,731.4,0.45,0.45,0.5,0.4,0.3,0.3,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0
CSW,"CSW Industrials, Inc.","4,823.6",0.90,0.76,0.7,0.6,0.5,0.5,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A
CSWC,Capital Southwest Corporation,"1,275.0",2.31,2.24,2.0,1.8,1.7,1.6,1.4,1.0,0.5,0.0,0.2,0.2,0.2,0.2,0.2,0.2
CSX,CSX Corporation,"64,603.2",0.48,0.44,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1
CTAS,Cintas Corporation,"89,616.5",1.56,1.35,1.2,1.0,1.3,0.6,0.5,0.4,0.3,0.3,0.2,0.2,0.2,0.1,0.1,0.1
CTBI,"Community Trust Bancorp, Inc.","1,031.2",1.86,1.80,1.7,1.6,1.5,1.5,1.4,1.3,1.3,1.2,1.2,1.2,1.1,1.1,1.1,1.1
CTEV,Claritev Corporation Class A,702.0,0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CTGO,"Contango ORE, Inc.",248.2,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTKB,"Cytek Biosciences, Inc.",396.4,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CTLP,"Cantaloupe, Inc.",814.2,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTM,"Castellum, Inc.",135.3,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A
CTMX,"CytomX Therapeutics, Inc.",375.7,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CTNM,"Contineum Therapeutics, Inc. Class A",112.5,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CTO,CTO Realty Growth Inc,567.8,1.52,1.52,1.5,1.3,0.6,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
CTOR,"Citius Oncology, Inc.",119.9,0.00,0.00,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CTOS,Custom Truck One Source Inc,"1,263.7",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CTRA,Coterra Energy Inc.,"18,615.9",0.84,1.17,2.5,1.1,0.4,0.4,0.3,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
CTRE,"CareTrust REIT, Inc.","5,815.8",1.16,1.12,1.1,1.1,1.0,0.9,0.8,0.7,0.7,0.6,0.1,#N/A,#N/A,#N/A,#N/A,#N/A
CTRI,"Centuri Holdings, Inc.","1,840.4",0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CTRN,"Citi Trends, Inc.",255.7,0.00,0.00,0.0,0.0,0.1,0.3,0.3,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
CTS,CTS Corporation,"1,224.2",0.16,0.16,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1
CTSH,Cognizant Technology Solutions Corporation Class A,"37,305.8",1.20,1.16,1.1,1.0,0.9,0.8,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTVA,Corteva Inc,"49,832.5",0.66,0.62,0.6,0.5,0.5,0.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CUB,Lionheart Holdings Class A,321.4,0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CUBE,CubeSmart,"9,411.3",2.05,1.98,1.8,1.5,1.3,1.3,1.2,1.1,0.9,0.7,0.6,0.5,0.4,0.3,0.1,0.1
CUBI,"Customers Bancorp, Inc.","2,025.1",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CURB,Curbline Properties Corp.,"2,413.6",0.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CURI,CuriosityStream Inc Class A,266.6,0.12,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CURR,Currenc Group Inc.,110.3,0.00,0.00,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CURV,"Torrid Holdings, Inc.",285.8,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CUZ,Cousins Properties Incorporated,"4,740.1",1.28,1.28,1.3,1.2,1.2,1.2,1.0,1.0,1.2,1.3,1.2,0.7,0.7,0.7,1.4,3.0
CVAC,CureVac N.V.,"1,213.7",0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CVBF,CVB Financial Corp.,"2,904.9",0.80,0.80,0.8,0.7,0.7,0.7,0.6,0.5,0.5,0.5,0.4,0.4,0.3,0.3,0.3,0.3
CVCO,"Cavco Industries, Inc.","3,403.2",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVEO,Civeo Corp,326.0,1.00,0.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,#N/A,#N/A,#N/A,#N/A,#N/A
CVGW,"Calavo Growers, Inc.",471.1,0.50,0.30,0.3,1.2,1.2,1.1,1.0,1.0,0.9,0.8,0.8,0.7,0.7,0.6,0.6,0.5
CVLG,"Covenant Logistics Group, Inc. Class A",625.4,0.22,0.22,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVLT,"Commvault Systems, Inc.","7,661.4",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVNA,Carvana Co. Class A,"74,418.9",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CVRX,"CVRx, Inc.",208.6,0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CVS,CVS Health Corporation,"78,380.6",2.66,2.48,2.3,2.1,2.0,2.0,2.0,2.0,1.8,1.5,1.2,1.0,0.7,0.5,0.4,0.3
CVX,Chevron Corporation,"307,191.0",6.52,6.04,5.7,5.3,5.2,4.8,4.5,4.3,4.3,4.3,4.2,3.9,3.5,3.1,2.8,2.7
CW,Curtiss-Wright Corporation,"18,387.8",0.83,0.79,0.8,0.7,0.7,0.7,0.6,0.6,0.5,0.5,0.5,0.4,0.4,0.3,0.3,0.3
CWAN,"Clearwater Analytics Holdings, Inc. Class A","6,090.6",0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CWBC,Community West Bancshares,389.8,0.48,0.48,0.5,0.5,0.4,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.0,0.0,0.0
CWBK,CW Bancorp,114.9,0.92,0.92,0.9,0.8,0.8,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A
CWCO,Consolidated Water Co. Ltd.,468.1,0.41,0.36,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
CWEN,"Clearway Energy, Inc. Class C","6,602.3",1.65,1.54,1.4,1.3,1.1,0.8,1.3,1.1,0.9,1.0,1.4,0.2,#N/A,#N/A,#N/A,#N/A
CWGL,Crimson Wine Group Ltd.,117.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A
CWH,"Camping World Holdings, Inc. Class A","1,765.2",0.50,1.50,2.5,1.2,0.3,0.3,0.3,0.3,0.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CWK,Cushman & Wakefield Plc,"2,587.8",0.00,0.00,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CWST,"Casella Waste Systems, Inc. Class A","6,850.2",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,0.0,0.0,0.0,0.0
CWT,California Water Service Group,"2,686.6",1.12,1.04,1.0,0.9,0.9,0.8,0.8,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6
CXDO,"Crexendo, Inc.",165.5,0.00,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1
CXM,"Sprinklr, Inc. Class A","2,329.5",0.00,0.00,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CXT,"Crane NXT, Co.","3,284.8",0.64,0.89,1.9,1.7,1.7,1.6,1.4,1.3,1.3,1.3,1.3,1.2,1.1,1.0,0.9,0.8
CXW,"CoreCivic, Inc.","2,271.6",0.00,0.00,0.0,0.0,0.4,1.8,1.7,1.7,2.0,2.2,2.0,8.6,0.6,0.0,0.0,0.0
CYBR,CyberArk Software Ltd.,"19,392.3",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A
CYD,China Yuchai International Limited,941.7,0.53,0.38,0.3,0.4,1.7,0.9,0.9,0.7,0.9,0.9,1.1,1.3,0.4,0.9,0.5,0.3
CYDY,CytoDyn Inc.,389.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYFL,Century Financial Corporation,295.8,0.96,0.90,0.9,0.8,0.8,0.7,0.6,0.5,0.5,0.4,0.4,0.3,0.3,0.0,0.3,1.0
CYH,"Community Health Systems, Inc.",503.7,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYRX,"CryoPort, Inc.",360.5,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,0.0,0.0,0.0,0.0,0.0,0.0
CYTK,"Cytokinetics, Incorporated","4,446.3",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#N/A,0.0,0.0,0.0,0.0
CZFS,"Citizens Financial Services, Inc.",283.6,1.93,1.90,1.8,1.8,1.8,1.7,1.6,1.5,1.5,1.4,1.4,1.0,1.3,0.9,0.8,0.8
CZNC,Citizens & Northern Corporation,300.8,1.12,1.12,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.8,0.6,0.4,0.7
CZR,Caesars Entertainment Inc,"6,224.5",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZWI,"Citizens Community Bancorp, Inc.",149.0,0.32,0.29,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2
D,Dominion Energy Inc,"49,538.6",2.67,2.67,2.7,2.5,3.5,3.7,3.3,3.0,2.8,2.6,2.4,2.3,2.1,2.0,1.8,1.8
DAC,Danaos Corporation,"1,645.9",3.25,3.05,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAIC,Cid Holdco Inc,155.6,0.00,0.00,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
DAKT,"Daktronics, Inc.",781.9,0.00,0.00,0.0,0.0,0.0,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.2,0.2,0.1,0.1
DAL,"Delta Air Lines, Inc.","36,754.5",0.50,0.20,0.0,0.0,0.4,1.5,1.3,1.0,0.7,0.5,0.3,0.1,0.0,0.0,0.0,0.0
DAN,Dana Incorporated,"2,377.0",0.40,0.40,0.4,0.4,0.1,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0
DAR,Darling Ingredients Inc,"5,670.0",0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DASH,"DoorDash, Inc. Class A","101,346.9",0.00,0.00,0.0,0.0,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
